label,text
1,"CHINA CROP WEATHER SUMMARY -- USDA/NOAA
  Light, scattered showers covered
  winter wheat areas in the North China Plain in the week ended
  March 14, moistening topsoils for wheat, just breaking dormancy
  in most central and northern areas, the Joint Agricultural
  Weather Facility of the U.S. Agriculture and Commerce
  Departments said.
      In its International Weather and Crop summary, the agency
  said southern winter wheat areas are in the early vegetative
  stage. Above-normal February temperatures over the North China
  Plain caused winter grains to break dormancy early in the
  south.
       Moderate to heavy rains in southern Jiangsu, Anhui,
  eastern Hebei, Hunan , Jiangxi, Fujian, and Zheziang, reversed
  February's below normal precipitation pattern.
      The agency said the wet weather in these areas provided
  ample moisture for rice planting and lessened the need for
  irrigation. 
      Mostly dry weather in early-rice areas of Guanxi and
  Guandong resulted in irrigation for continued rice planting, it
  said.
  

"
1,"FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED
  French operators have requested licences
  to export 40,000 tonnes of free market feed wheat, 32,500
  tonnes of soft bread wheat, 375,000 tonnes of barley and
  465,000 tonnes of maize at today's European Community tender,
  trade sources here said.
      Rebates requested ranged between 134 and 136.50 European
  currency units (Ecus) a tonne for the feed wheat, 137.39 and
  141.50 Ecus a tonne for the bread wheat, 137.93 and 142.95 Ecus
  for the barley and 133.75 and 140.25 Ecus for the maize.
  

"
0,"ISRAEL TENDERS TONIGHT FOR CORN AND/OR SORGHUM
  Israel will tender overnight for
  33,000 long tons of U.S. sorghum and/or 22,000 long tons of
  U.S. corn for April shipment, private export sources said.
  

"
1,"ONE OFFER FOR SRW WHEAT ON CALL SESSION, NO MILO
  One offer but no bid was posted for SRW
  wheat on the call session at the St Louis Merchants Exchange
  today. There were no bids or offers for milo.
      June 15-July 15 bill of lading for wheat was offered at 17
  over July, no comparison, no bid.
  

"
1,"USDA TO UPDATE WINTER WHEAT ACREAGE TOMORROW
  The U.S. Agriculture Department said
  it will update its estimate of winter wheat seeded acreage in
  the prospective planting report, scheduled for release at 1500
  est (2100 gmt) tomorrow, March 31.
      The original estimate of seedings of winter wheat was
  published in January.
      It said the new survey is possible because of the new
  integrated nationwide survey program that uses probability
  sampling procedures that combine information from farmers
  operating in selected areas and farmers identified on special
  lists.
  

"
0,"TAIWAN'S FIRST QUARTER MAIZE IMPORTS SEEN RISING
  Taiwan's maize import commitments are
  expected to rise to 970,000 tonnes in the first four months of
  1987 from 870,000 tonnes a year earlier, a spokesman for the
  Joint Committee of Maize Importers told Reuters.
      He said more than 75 pct of the imports come from the U.S.
  And the rest from South Africa.
      The maize import target for calendar 1987 is set at well
  over 3.4 mln tonnes compared with an actual 3.07 mln in 1985,
  he added.
  

"
1,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER
  Egypt has cancelled its Export Bonus
  tender for 200,000 tonnes of soft red winter wheat for May-June
  shipment after failing to bid a price acceptable to USDA,
  private export sources said.
  

"
0,"GRAIN REPORTS IMPROVE U.S. FARM OUTLOOK-ANALYSTS
  The U.S. grain planting intentions and
  stocks reports bear optimistic news for U.S agriculture, a
  grain analyst on a Chicago Board of Trade panel said.
      The decline in intended soybean acreage and lower stocks
  are ""the first report we've had for a long time that shows any
  optimism for anybody,"" said John ""Bud"" Frazier, grain analyst
  and executive vice president for Balfour MacLaine, Inc.
      ""I'm really excited about it,"" Frazier said.
      The U.S. Department of Agriculture said farmers intend to
  plant 67.6 mln acres of corn, down from 76.7 mln planted last
  year, and 56.8 mln acres of soybeans, down from 61.5 mln.
      The report showed March 1 stocks of 1.4 billion bushels of
  soybeans, 8.3 billion bushels of corn, and 2.3 billion bushels
  of wheat, all below trade guesses.
      Frazier was joined by Susan Hackmann, senior grain analyst
  with AgriAnalysis, and Mark Meyer, a grain analyst with
  Shearson Lehman Brothers, Inc., on a Chicago Board of Trade
  panel to discuss the reports.
      Frazier said the stocks reports in particular were friendly
  for the market, and soybean prices would jump three to five
  cents a bushel ""if the bell rang right now.""
      ""We're getting our disappearance up. We have less (corn and
  soybeans) than we thought we had,"" he said, noting that hog and
  poultry production is up.
      ""We're seeing low prices generate some interest in demand,""
  said Meyer, adding that feed use was up 13 pct last quarter and
  15 pct in the preceding quarter.
      However, Hackmann said production could continue to exceed
  consumption.
      She noted that most of the reductions in soybean acres came
  in southeastern states, where yields are usually low.
      ""We have the potential for record breaking soybean yields
  this year, (which) will temper the enthusiasm on tomorrow's
  opening,"" she said.
      Hackmann said record corn yields also are possible, and the
  crop could reach 7.1 billion bushels, which would be down from
  last year's 8.25 billion bushels.
      ""We'll need very good disappearance next year to reduce
  stocks,"" she said. The USDA estimated disappearance last year
  at 6.7 billion bushels.
      Hackmann said the stocks report was positive for the long
  term, ""But we still have a long way to go to bring stocks down
  to where we could start rebuilding prices.""
      Frazier also cautioned that the soybean acreage report
  could prompt farmers to change their plans and plant more
  soybeans.
      The panelists agreed that the reports should discourage
  talk of revising the 1985 farm bill.
      ""There seems to be no desire ... to change the farm law
  we're working under today, and this report should reinforce
  that,"" Frazier said.
      ""We are seeing the program beginning to work,"" said Meyer.
  

"
0,"ZAMBIA EXPECTS SHARPLY REDUCED MAIZE CROP
  Zambia's marketed maize production will
  probably fall to less than 630,000 tonnes in 1986/87 (May-Apr),
  from 918,000 last year, because of poor rainfall in major
  producing areas, Agriculture Minister Kingsley Chinkuli said.
      He told Parliament that in the southern provinces the
  harvest would be over 50 pct down on the level in the previous
  marketing year.
      ""The nation would be lucky to produce over seven mln bags
  (630,000 tonnes) of maize this year,"" he stated.
      Chinkuli added that Zambia was setting up an irrigation
  fund with Canadian aid to lessen the effects of poor rainfall.
  

"
1,"GRAIN RESERVE HOLDINGS -- USDA
  The U.S. Agriculture Department gave
  a preliminary breakdown of grain in the Farmer-Owned Grain
  Reserve as of April 1, with comparisons, based on telephone
  reports from farmers filed with the department's Kansas City
  field office, in mln bushels --
             April 1   Previous
   Wheat     657.6      659.7
   Corn    1,406.5    1,397.0
   Sorghum    95.8       95.5
   Barley    122.1      122.0
   Oats        3.7        3.7
  

"
1,"SRI LANKA APPEALS FOR DROUGHT RELIEF AID
  Sri Lanka has appealed to 24 countries
  for emergency aid to help 2.4 mln villagers affected by the
  country's worst drought in 36 years, government officials said.
      Embassies received letters over the weekend outlining aid
  needed for a sixth of Sri Lanka's population in 13 districts.
      The letter said the government had to step in ""to avert
  serious economic hardship"" and because the Social Services
  Ministry had already used up its entire 1987 budget provision
  of 23 mln rupees by distributing help to the worst hit areas.
      The letter said 548.76 mln rupees were needed for a six
  month period, at least until the May-September (Yala) rice crop
  was harvested. Over 25,000 tonnes of wheat, rice, flour and
  other cereals were required, it said, along with supplies of
  sugar, lentils, dried or canned fish and milk.
      In some of the most seriously affected districts, the Maha
  (October 1986-April 1987) crop had been ""almost completely
  devastated,"" the letter said. Maha paddy output was now
  estimated at 70 mln bushels, 20 mln less than originally
  expected.
      There were two scenarios for the Yala crop, with a high
  forecast of around 40 mln bushels conditional on adequate
  rainfall within the next three to four weeks.
      ""Should the present drought continue, however, production is
  estimated at around 20 mln bushels,"" the letter added.
      Total estimated paddy output for 1987 would be between 90
  and 110 mln bushels, or 1.35 to 1.65 mln tonnes of rice. Last
  year's output was 124 mln bushels, down from 127 mln in 1985.
      The letter said villagers in most seriously affected
  districts had been deprived of any means of subsistence because
  subsidiary crops had also failed.
      It said the government's current budget did not permit it
  to provide sustained and adequate relief to those affected.
  ""Revenue has been adversely affected by depressed commodity
  prices and slowing of the economy. Defence commitments continue
  to exert pressure on the expenditure side.""
      The 548.76 mln cash would cover payments of 150 rupees per
  month for each family, as well as handling, transport and
  distribution of emergency food. But such an outlay of funds by
  the government would not be possible without seriously
  impairing development projects, or ""greatly fuelling inflation""
  in the economy, the letter said.
      The letter said the Food Department would be able to
  release wheat and rice from the buffer stock to meet the
  immediate cereal requirements ""provided such stocks are replaced
  subsequently.""
      The Meteorological Department said the country was
  experiencing its worst drought since 1951 and the four-month
  dry spell prevailing in most of the areas would only break when
  the monsoon rains fell in late May.
      The letter said some areas had been experiencing the
  drought since August, and in the rice growing district of
  Kurunegala there had been no effective rainfall since June
  1986.
  

"
